loss,epoch,time,accuracy,split
0.4875635615160948,0,59.94135808944702,0.9341772151898734,train
0.4635522815811483,1,59.36546492576599,0.9468354430379747,train
0.47195525166307445,2,59.34584593772888,0.9443037974683545,train
0.4417102092570519,3,59.43950819969177,0.959493670886076,train
0.4264930877103647,4,59.50305724143982,0.9493670886075949,train
0.47313473927493715,5,59.55556106567383,0.9518987341772152,train
0.4556067608556227,6,59.33533954620361,0.9468354430379747,train
0.41647018123465246,7,59.37018418312073,0.9544303797468354,train
0.41705455742540615,8,59.05727744102478,0.9569620253164557,train
0.4537519973573051,9,59.181312561035156,0.9443037974683545,train
1.9851125964178489,0,6.789544105529785,0.7384615384615385,val
1.6579429194904292,1,6.748194456100464,0.7846153846153846,val
1.5737917199730873,2,6.7840256690979,0.8,val
1.6308892231148022,3,6.84710955619812,0.8,val
1.6913616454945162,4,6.787434339523315,0.8153846153846154,val
1.6571365387966999,5,6.834977149963379,0.8,val
1.8893681826499793,6,6.739679574966431,0.7692307692307693,val
1.7147541446181445,7,6.778020858764648,0.8,val
1.624266877426551,8,6.728750944137573,0.7846153846153846,val
1.8112740549330528,9,6.809640169143677,0.7846153846153846,val
