loss,epoch,time,accuracy,split
0.3645783927857499,0,45.68040442466736,0.9620253164556962,train
0.3543264767508718,1,44.88226294517517,0.9645569620253165,train
0.35269170505690234,2,44.95364689826965,0.959493670886076,train
0.334130429205355,3,44.923513889312744,0.9569620253164557,train
0.32719863866738785,4,44.77194666862488,0.9569620253164557,train
0.3162449585592162,5,44.81016659736633,0.9670886075949368,train
0.3072008150417499,6,44.748939990997314,0.9772151898734177,train
0.326511284855159,7,44.724910259246826,0.9645569620253165,train
0.3205564982375672,8,44.921833753585815,0.9620253164556962,train
0.29915711605815287,9,45.0473530292511,0.9721518987341772,train
2.0739535099468553,0,5.263203859329224,0.6615384615384615,val
2.2126139930664346,1,5.2377846240997314,0.676923076923077,val
2.1433974540792406,2,5.196303606033325,0.6307692307692307,val
2.108221189491451,3,5.2318503856658936,0.6307692307692307,val
2.2240116734057667,4,5.356583118438721,0.676923076923077,val
2.115722969238861,5,5.181878328323364,0.6307692307692307,val
2.3688203336599356,6,5.232210397720337,0.6923076923076923,val
2.196991383198362,7,5.279698610305786,0.6153846153846154,val
2.276033165463461,8,5.265854597091675,0.6461538461538462,val
2.204908486111806,9,5.238921642303467,0.6307692307692307,val
