loss,epoch,time,accuracy,split
0.5965262060348369,0,56.1539089679718,0.9189873417721519,train
0.5552174223457239,1,54.600379943847656,0.9291139240506329,train
0.576798848208936,2,54.64794564247131,0.9291139240506329,train
0.5692934818282912,3,54.59373188018799,0.9265822784810127,train
0.5843243757946581,4,54.71246552467346,0.9139240506329114,train
0.4986768612425916,5,54.726436376571655,0.9493670886075949,train
0.5838617275551528,6,54.876770973205566,0.9215189873417722,train
0.515066086288683,7,54.808754205703735,0.9392405063291139,train
0.5469826855614216,8,54.887455224990845,0.9341772151898734,train
0.6265892842336546,9,55.26962423324585,0.9164556962025316,train
1.762070150558765,0,6.669659614562988,0.8,val
1.983132146528134,1,6.714114189147949,0.7384615384615385,val
2.268102544030318,2,6.561966896057129,0.7230769230769231,val
2.1193161758665857,3,6.617528438568115,0.7230769230769231,val
1.989215385627288,4,6.696776390075684,0.6923076923076923,val
1.9057459076436667,5,6.644686937332153,0.7230769230769231,val
2.14046776288977,6,6.688890218734741,0.6923076923076923,val
2.2157014429569246,7,6.54735803604126,0.7230769230769231,val
1.9194197011681704,8,6.669586896896362,0.7384615384615385,val
1.846907813847065,9,6.552643060684204,0.7076923076923077,val
